751	A: 1. 
71	A: 3. 
18	A: 2. 
Time (s): 0.162
767	A: 1. 
67	A: 3. 
16	A: 2. 
Time (s): 0.1635
781	A: 1. 
63	A: 3. 
15	A: 2. 
Time (s): 0.165
791	A: 1. 
59	A: 3. 
16	A: 2. 
Time (s): 0.1665
788	A: 1. 
60	A: 3. 
16	A: 2. 
Time (s): 0.168
770	A: 1. 
66	A: 3. 
16	A: 2. 
Time (s): 0.1695
765	A: 1. 
65	A: 3. 
20	A: 2. 
Time (s): 0.171
787	A: 1. 
61	A: 3. 
15	A: 2. 
Time (s): 0.1725
740	A: 1. 
66	A: 3. 
31	A: 2. 
Time (s): 0.174
760	A: 1. 
70	A: 3. 
15	A: 2. 
Time (s): 0.1755
752	A: 1. 
16	A: 2. 
72	A: 3. 
Time (s): 0.177
746	A: 1. 
76	A: 3. 
13	A: 2. 
Time (s): 0.1785
767	A: 1. 
73	A: 3. 
7	A: 2. 
Time (s): 0.18
757	A: 1. 
71	A: 3. 
15	A: 2. 
Time (s): 0.1815
744	A: 1. 
74	A: 3. 
17	A: 2. 
Time (s): 0.183
734	A: 1. 
78	A: 3. 
16	A: 2. 
Time (s): 0.1845
771	A: 1. 
71	A: 3. 
8	A: 2. 
Time (s): 0.186
769	A: 1. 
67	A: 3. 
15	A: 2. 
Time (s): 0.1875
782	A: 1. 
64	A: 3. 
13	A: 2. 
Time (s): 0.189
765	A: 1. 
65	A: 3. 
20	A: 2. 
Time (s): 0.1905
771	A: 1. 
17	A: 2. 
65	A: 3. 
Time (s): 0.192
750	A: 1. 
72	A: 3. 
17	A: 2. 
Time (s): 0.1935
758	A: 1. 
66	A: 3. 
22	A: 2. 
Time (s): 0.195
771	A: 1. 
67	A: 3. 
14	A: 2. 
Time (s): 0.1965
745	A: 1. 
73	A: 3. 
18	A: 2. 
Time (s): 0.198
730	A: 1. 
78	A: 3. 
18	A: 2. 
Time (s): 0.1995
721	A: 1. 
83	A: 3. 
15	A: 2. 
Time (s): 0.201
723	A: 1. 
81	A: 3. 
17	A: 2. 
Time (s): 0.2025
14	A: 2. 
744	A: 1. 
76	A: 3. 
Time (s): 0.204
729	A: 1. 
77	A: 3. 
20	A: 2. 
Time (s): 0.2055
750	A: 1. 
74	A: 3. 
14	A: 2. 
Time (s): 0.207
752	A: 1. 
76	A: 3. 
10	A: 2. 
Time (s): 0.2085
730	A: 1. 
80	A: 3. 
15	A: 2. 
Time (s): 0.21
718	A: 1. 
86	A: 3. 
12	A: 2. 
Time (s): 0.2115
701	A: 1. 
85	A: 3. 
22	A: 2. 
Time (s): 0.213
735	A: 1. 
81	A: 3. 
11	A: 2. 
Time (s): 0.2145
712	A: 1. 
82	A: 3. 
21	A: 2. 
Time (s): 0.216
745	A: 1. 
71	A: 3. 
21	A: 2. 
Time (s): 0.2175
742	A: 1. 
78	A: 3. 
12	A: 2. 
Time (s): 0.219
736	A: 1. 
76	A: 3. 
18	A: 2. 
Time (s): 0.2205
724	A: 1. 
78	A: 3. 
21	A: 2. 
Time (s): 0.222
730	A: 1. 
80	A: 3. 
15	A: 2. 
Time (s): 0.2235
751	A: 1. 
77	A: 3. 
9	A: 2. 
Time (s): 0.225
740	A: 1. 
19	A: 2. 
74	A: 3. 
Time (s): 0.2265
766	A: 1. 
68	A: 3. 
15	A: 2. 
Time (s): 0.228
766	A: 1. 
70	A: 3. 
12	A: 2. 
Time (s): 0.2295
753	A: 1. 
71	A: 3. 
17	A: 2. 
Time (s): 0.231
740	A: 1. 
72	A: 3. 
22	A: 2. 
Time (s): 0.2325
739	A: 1. 
77	A: 3. 
15	A: 2. 
Time (s): 0.234
736	A: 1. 
76	A: 3. 
18	A: 2. 
Time (s): 0.2355
722	A: 1. 
82	A: 3. 
16	A: 2. 
Time (s): 0.237
710	A: 1. 
86	A: 3. 
16	A: 2. 
Time (s): 0.2385
9	A: 2. 
736	A: 1. 
82	A: 3. 
Time (s): 0.24
727	A: 1. 
79	A: 3. 
18	A: 2. 
Time (s): 0.2415
737	A: 1. 
77	A: 3. 
16	A: 2. 
Time (s): 0.243
723	A: 1. 
81	A: 3. 
17	A: 2. 
Time (s): 0.2445
726	A: 1. 
23	A: 2. 
76	A: 3. 
Time (s): 0.246
756	A: 1. 
17	A: 2. 
70	A: 3. 
Time (s): 0.2475
24	A: 2. 
739	A: 1. 
71	A: 3. 
Time (s): 0.249
774	A: 1. 
68	A: 3. 
11	A: 2. 
Time (s): 0.2505
769	A: 1. 
18	A: 2. 
65	A: 3. 
Time (s): 0.252
762	A: 1. 
20	A: 2. 
66	A: 3. 
Time (s): 0.2535
762	A: 1. 
8	A: 2. 
74	A: 3. 
Time (s): 0.255
752	A: 1. 
72	A: 3. 
16	A: 2. 
Time (s): 0.2565
757	A: 1. 
15	A: 2. 
71	A: 3. 
Time (s): 0.258
766	A: 1. 
18	A: 2. 
66	A: 3. 
Time (s): 0.2595
760	A: 1. 
24	A: 2. 
64	A: 3. 
Time (s): 0.261
783	A: 1. 
11	A: 2. 
65	A: 3. 
Time (s): 0.2625
784	A: 1. 
12	A: 2. 
64	A: 3. 
Time (s): 0.264
757	A: 1. 
18	A: 2. 
69	A: 3. 
Time (s): 0.2655
768	A: 1. 
66	A: 3. 
17	A: 2. 
Time (s): 0.267
760	A: 1. 
70	A: 3. 
15	A: 2. 
Time (s): 0.2685
770	A: 1. 
66	A: 3. 
16	A: 2. 
Time (s): 0.27
773	A: 1. 
67	A: 3. 
13	A: 2. 
Time (s): 0.2715
746	A: 1. 
72	A: 3. 
19	A: 2. 
Time (s): 0.273
762	A: 1. 
11	A: 2. 
72	A: 3. 
Time (s): 0.2745
755	A: 1. 
71	A: 3. 
16	A: 2. 
Time (s): 0.276
756	A: 1. 
72	A: 3. 
14	A: 2. 
Time (s): 0.2775
746	A: 1. 
74	A: 3. 
16	A: 2. 
Time (s): 0.279
742	A: 1. 
72	A: 3. 
21	A: 2. 
Time (s): 0.2805
745	A: 1. 
75	A: 3. 
15	A: 2. 
Time (s): 0.282
749	A: 1. 
73	A: 3. 
16	A: 2. 
Time (s): 0.2835
21	A: 2. 
742	A: 1. 
72	A: 3. 
Time (s): 0.285
72	A: 3. 
738	A: 1. 
23	A: 2. 
Time (s): 0.2865
81	A: 3. 
731	A: 1. 
13	A: 2. 
Time (s): 0.288
82	A: 3. 
728	A: 1. 
13	A: 2. 
Time (s): 0.2895
87	A: 3. 
709	A: 1. 
15	A: 2. 
Time (s): 0.291
85	A: 3. 
719	A: 1. 
13	A: 2. 
Time (s): 0.2925
79	A: 3. 
743	A: 1. 
10	A: 2. 
Time (s): 0.294
745	A: 1. 
75	A: 3. 
15	A: 2. 
Time (s): 0.2955
722	A: 1. 
80	A: 3. 
19	A: 2. 
Time (s): 0.297
729	A: 1. 
81	A: 3. 
14	A: 2. 
Time (s): 0.2985
722	A: 1. 
80	A: 3. 
19	A: 2. 
Time (s): 0.3
718	A: 1. 
80	A: 3. 
21	A: 2. 
Time (s): 0.3015
733	A: 1. 
81	A: 3. 
12	A: 2. 
Time (s): 0.303
730	A: 1. 
15	A: 2. 
80	A: 3. 
Time (s): 0.3045
740	A: 1. 
72	A: 3. 
22	A: 2. 
Time (s): 0.306
744	A: 1. 
78	A: 3. 
11	A: 2. 
Time (s): 0.3075
748	A: 1. 
72	A: 3. 
18	A: 2. 
Time (s): 0.309
735	A: 1. 
17	A: 2. 
77	A: 3. 
Time (s): 0.3105
763	A: 1. 
12	A: 2. 
71	A: 3. 
Time (s): 0.312
755	A: 1. 
16	A: 2. 
71	A: 3. 
Time (s): 0.3135
765	A: 1. 
69	A: 3. 
14	A: 2. 
Time (s): 0.315
753	A: 1. 
71	A: 3. 
17	A: 2. 
Time (s): 0.3165
739	A: 1. 
71	A: 3. 
24	A: 2. 
Time (s): 0.318
762	A: 1. 
14	A: 2. 
70	A: 3. 
Time (s): 0.3195
738	A: 1. 
78	A: 3. 
14	A: 2. 
Time (s): 0.321
733	A: 1. 
75	A: 3. 
21	A: 2. 
Time (s): 0.3225
736	A: 1. 
76	A: 3. 
18	A: 2. 
Time (s): 0.324
740	A: 1. 
76	A: 3. 
16	A: 2. 
Time (s): 0.3255
738	A: 1. 
80	A: 3. 
11	A: 2. 
Time (s): 0.327
84	A: 3. 
718	A: 1. 
15	A: 2. 
Time (s): 0.3285
90	A: 3. 
706	A: 1. 
12	A: 2. 
Time (s): 0.33
89	A: 3. 
711	A: 1. 
11	A: 2. 
Time (s): 0.3315
87	A: 3. 
709	A: 1. 
15	A: 2. 
Time (s): 0.333
86	A: 3. 
708	A: 1. 
17	A: 2. 
Time (s): 0.3345
84	A: 3. 
714	A: 1. 
17	A: 2. 
Time (s): 0.336
81	A: 3. 
723	A: 1. 
17	A: 2. 
Time (s): 0.3375
78	A: 3. 
734	A: 1. 
16	A: 2. 
Time (s): 0.339
79	A: 3. 
737	A: 1. 
13	A: 2. 
Time (s): 0.3405
78	A: 3. 
734	A: 1. 
16	A: 2. 
Time (s): 0.342
72	A: 3. 
750	A: 1. 
17	A: 2. 
Time (s): 0.3435
73	A: 3. 
729	A: 1. 
26	A: 2. 
Time (s): 0.345
79	A: 3. 
737	A: 1. 
13	A: 2. 
Time (s): 0.3465
708	A: 1. 
86	A: 3. 
17	A: 2. 
Time (s): 0.348
712	A: 1. 
82	A: 3. 
21	A: 2. 
Time (s): 0.3495
750	A: 1. 
78	A: 3. 
8	A: 2. 
Time (s): 0.351
729	A: 1. 
79	A: 3. 
17	A: 2. 
Time (s): 0.3525
720	A: 1. 
82	A: 3. 
17	A: 2. 
Time (s): 0.354
705	A: 1. 
85	A: 3. 
20	A: 2. 
Time (s): 0.3555
701	A: 1. 
87	A: 3. 
19	A: 2. 
Time (s): 0.357
718	A: 1. 
86	A: 3. 
12	A: 2. 
Time (s): 0.3585
717	A: 1. 
87	A: 3. 
11	A: 2. 
Time (s): 0.36
700	A: 1. 
88	A: 3. 
18	A: 2. 
Time (s): 0.3615
705	A: 1. 
91	A: 3. 
11	A: 2. 
Time (s): 0.363
698	A: 1. 
92	A: 3. 
13	A: 2. 
Time (s): 0.3645
728	A: 1. 
84	A: 3. 
10	A: 2. 
Time (s): 0.366
726	A: 1. 
80	A: 3. 
17	A: 2. 
Time (s): 0.3675
713	A: 1. 
87	A: 3. 
13	A: 2. 
Time (s): 0.369
704	A: 1. 
86	A: 3. 
19	A: 2. 
Time (s): 0.3705
713	A: 1. 
85	A: 3. 
16	A: 2. 
Time (s): 0.372
15	A: 2. 
724	A: 1. 
82	A: 3. 
Time (s): 0.3735
736	A: 1. 
76	A: 3. 
18	A: 2. 
Time (s): 0.375
762	A: 1. 
68	A: 3. 
17	A: 2. 
Time (s): 0.3765
753	A: 1. 
14	A: 2. 
73	A: 3. 
Time (s): 0.378
762	A: 1. 
62	A: 3. 
26	A: 2. 
Time (s): 0.3795
750	A: 1. 
74	A: 3. 
14	A: 2. 
Time (s): 0.381
751	A: 1. 
75	A: 3. 
12	A: 2. 
Time (s): 0.3825
741	A: 1. 
75	A: 3. 
17	A: 2. 
Time (s): 0.384
734	A: 1. 
80	A: 3. 
13	A: 2. 
Time (s): 0.3855
735	A: 1. 
79	A: 3. 
14	A: 2. 
Time (s): 0.387
747	A: 1. 
75	A: 3. 
14	A: 2. 
Time (s): 0.3885
749	A: 1. 
13	A: 2. 
75	A: 3. 
Time (s): 0.39
736	A: 1. 
74	A: 3. 
21	A: 2. 
Time (s): 0.3915
742	A: 1. 
74	A: 3. 
18	A: 2. 
Time (s): 0.393
763	A: 1. 
73	A: 3. 
9	A: 2. 
Time (s): 0.3945
732	A: 1. 
76	A: 3. 
20	A: 2. 
Time (s): 0.396
741	A: 1. 
77	A: 3. 
14	A: 2. 
Time (s): 0.3975
726	A: 1. 
80	A: 3. 
17	A: 2. 
Time (s): 0.399
747	A: 1. 
75	A: 3. 
14	A: 2. 
Time (s): 0.4005
738	A: 1. 
76	A: 3. 
17	A: 2. 
Time (s): 0.402
782	A: 1. 
66	A: 3. 
10	A: 2. 
Time (s): 0.4035
745	A: 1. 
71	A: 3. 
21	A: 2. 
Time (s): 0.405
768	A: 1. 
68	A: 3. 
14	A: 2. 
Time (s): 0.4065
738	A: 1. 
72	A: 3. 
23	A: 2. 
Time (s): 0.408
766	A: 1. 
68	A: 3. 
15	A: 2. 
Time (s): 0.4095
763	A: 1. 
67	A: 3. 
18	A: 2. 
Time (s): 0.411
753	A: 1. 
69	A: 3. 
20	A: 2. 
Time (s): 0.4125
747	A: 1. 
73	A: 3. 
17	A: 2. 
Time (s): 0.414
736	A: 1. 
78	A: 3. 
15	A: 2. 
Time (s): 0.4155
74	A: 3. 
746	A: 1. 
16	A: 2. 
Time (s): 0.417
78	A: 3. 
732	A: 1. 
17	A: 2. 
Time (s): 0.4185
75	A: 3. 
18	A: 2. 
739	A: 1. 
Time (s): 0.42
75	A: 3. 
743	A: 1. 
16	A: 2. 
Time (s): 0.4215
73	A: 3. 
743	A: 1. 
19	A: 2. 
Time (s): 0.423
70	A: 3. 
760	A: 1. 
15	A: 2. 
Time (s): 0.4245
66	A: 3. 
786	A: 1. 
8	A: 2. 
Time (s): 0.426
71	A: 3. 
769	A: 1. 
9	A: 2. 
Time (s): 0.4275
77	A: 3. 
751	A: 1. 
9	A: 2. 
Time (s): 0.429
73	A: 3. 
741	A: 1. 
20	A: 2. 
Time (s): 0.4305
77	A: 3. 
733	A: 1. 
18	A: 2. 
Time (s): 0.432
79	A: 3. 
727	A: 1. 
18	A: 2. 
Time (s): 0.4335
77	A: 3. 
751	A: 1. 
9	A: 2. 
Time (s): 0.435
77	A: 3. 
733	A: 1. 
18	A: 2. 
Time (s): 0.4365
75	A: 3. 
745	A: 1. 
15	A: 2. 
Time (s): 0.438
73	A: 3. 
747	A: 1. 
17	A: 2. 
Time (s): 0.4395
73	A: 3. 
757	A: 1. 
12	A: 2. 
Time (s): 0.441
70	A: 3. 
748	A: 1. 
21	A: 2. 
Time (s): 0.4425
74	A: 3. 
750	A: 1. 
14	A: 2. 
Time (s): 0.444
76	A: 3. 
740	A: 1. 
16	A: 2. 
Time (s): 0.4455
748	A: 1. 
72	A: 3. 
18	A: 2. 
Time (s): 0.447
773	A: 1. 
65	A: 3. 
16	A: 2. 
Time (s): 0.4485
771	A: 1. 
63	A: 3. 
20	A: 2. 
Time (s): 0.45
770	A: 1. 
64	A: 3. 
19	A: 2. 
Time (s): 0.4515
766	A: 1. 
66	A: 3. 
18	A: 2. 
Time (s): 0.453
780	A: 1. 
60	A: 3. 
20	A: 2. 
Time (s): 0.4545
776	A: 1. 
64	A: 3. 
16	A: 2. 
Time (s): 0.456
755	A: 1. 
71	A: 3. 
16	A: 2. 
Time (s): 0.4575
80	A: 3. 
734	A: 1. 
13	A: 2. 
Time (s): 0.459
78	A: 3. 
746	A: 1. 
10	A: 2. 
Time (s): 0.4605
77	A: 3. 
739	A: 1. 
15	A: 2. 
Time (s): 0.462
73	A: 3. 
749	A: 1. 
16	A: 2. 
Time (s): 0.4635
72	A: 3. 
758	A: 1. 
13	A: 2. 
Time (s): 0.465
74	A: 3. 
756	A: 1. 
11	A: 2. 
Time (s): 0.4665
80	A: 3. 
11	A: 2. 
738	A: 1. 
Time (s): 0.468
736	A: 1. 
82	A: 3. 
9	A: 2. 
Time (s): 0.4695
723	A: 1. 
83	A: 3. 
14	A: 2. 
Time (s): 0.471
23	A: 2. 
708	A: 1. 
82	A: 3. 
Time (s): 0.4725
708	A: 1. 
84	A: 3. 
20	A: 2. 
Time (s): 0.474
713	A: 1. 
83	A: 3. 
19	A: 2. 
Time (s): 0.4755
713	A: 1. 
85	A: 3. 
16	A: 2. 
Time (s): 0.477
715	A: 1. 
83	A: 3. 
18	A: 2. 
Time (s): 0.4785
710	A: 1. 
86	A: 3. 
16	A: 2. 
Time (s): 0.48
715	A: 1. 
87	A: 3. 
12	A: 2. 
Time (s): 0.4815
715	A: 1. 
85	A: 3. 
15	A: 2. 
Time (s): 0.483
707	A: 1. 
85	A: 3. 
19	A: 2. 
Time (s): 0.4845
715	A: 1. 
87	A: 3. 
12	A: 2. 
Time (s): 0.486
729	A: 1. 
81	A: 3. 
14	A: 2. 
Time (s): 0.4875
720	A: 1. 
84	A: 3. 
14	A: 2. 
Time (s): 0.489
696	A: 1. 
86	A: 3. 
23	A: 2. 
Time (s): 0.4905
728	A: 1. 
16	A: 2. 
80	A: 3. 
Time (s): 0.492
722	A: 1. 
84	A: 3. 
13	A: 2. 
Time (s): 0.4935
744	A: 1. 
8	A: 2. 
80	A: 3. 
Time (s): 0.495
713	A: 1. 
81	A: 3. 
22	A: 2. 
Time (s): 0.4965
84	A: 3. 
706	A: 1. 
21	A: 2. 
Time (s): 0.498
82	A: 3. 
724	A: 1. 
15	A: 2. 
Time (s): 0.4995
742	A: 1. 
15	A: 2. 
76	A: 3. 
Time (s): 0.501
763	A: 1. 
71	A: 3. 
12	A: 2. 
Time (s): 0.5025
765	A: 1. 
11	A: 2. 
71	A: 3. 
Time (s): 0.504
747	A: 1. 
23	A: 2. 
69	A: 3. 
Time (s): 0.5055
752	A: 1. 
72	A: 3. 
16	A: 2. 
Time (s): 0.507
753	A: 1. 
71	A: 3. 
17	A: 2. 
Time (s): 0.5085
758	A: 1. 
74	A: 3. 
10	A: 2. 
Time (s): 0.51
737	A: 1. 
75	A: 3. 
19	A: 2. 
Time (s): 0.5115
735	A: 1. 
75	A: 3. 
20	A: 2. 
Time (s): 0.513
736	A: 1. 
74	A: 3. 
21	A: 2. 
Time (s): 0.5145
742	A: 1. 
78	A: 3. 
12	A: 2. 
Time (s): 0.516
747	A: 1. 
75	A: 3. 
14	A: 2. 
Time (s): 0.5175
755	A: 1. 
73	A: 3. 
13	A: 2. 
Time (s): 0.519
751	A: 1. 
73	A: 3. 
15	A: 2. 
Time (s): 0.5205
755	A: 1. 
73	A: 3. 
13	A: 2. 
Time (s): 0.522
763	A: 1. 
69	A: 3. 
15	A: 2. 
Time (s): 0.5235
755	A: 1. 
19	A: 2. 
69	A: 3. 
Time (s): 0.525
736	A: 1. 
76	A: 3. 
18	A: 2. 
Time (s): 0.5265
742	A: 1. 
15	A: 2. 
76	A: 3. 
Time (s): 0.528
744	A: 1. 
20	A: 2. 
72	A: 3. 
Time (s): 0.5295
757	A: 1. 
15	A: 2. 
71	A: 3. 
Time (s): 0.531
750	A: 1. 
14	A: 2. 
74	A: 3. 
Time (s): 0.5325
743	A: 1. 
75	A: 3. 
16	A: 2. 
Time (s): 0.534
749	A: 1. 
77	A: 3. 
10	A: 2. 
Time (s): 0.5355
776	A: 1. 
66	A: 3. 
13	A: 2. 
Time (s): 0.537
756	A: 1. 
68	A: 3. 
20	A: 2. 
Time (s): 0.5385
758	A: 1. 
70	A: 3. 
16	A: 2. 
Time (s): 0.54
753	A: 1. 
75	A: 3. 
11	A: 2. 
Time (s): 0.5415
749	A: 1. 
71	A: 3. 
19	A: 2. 
Time (s): 0.543
744	A: 1. 
72	A: 3. 
20	A: 2. 
Time (s): 0.5445
773	A: 1. 
69	A: 3. 
10	A: 2. 
Time (s): 0.546
750	A: 1. 
72	A: 3. 
17	A: 2. 
Time (s): 0.5475
735	A: 1. 
75	A: 3. 
20	A: 2. 
Time (s): 0.549
744	A: 1. 
14	A: 2. 
76	A: 3. 
Time (s): 0.5505
743	A: 1. 
73	A: 3. 
19	A: 2. 
Time (s): 0.552
762	A: 1. 
70	A: 3. 
14	A: 2. 
Time (s): 0.5535
743	A: 1. 
19	A: 2. 
73	A: 3. 
Time (s): 0.555
737	A: 1. 
73	A: 3. 
22	A: 2. 
Time (s): 0.5565
753	A: 1. 
20	A: 2. 
69	A: 3. 
Time (s): 0.558
768	A: 1. 
14	A: 2. 
68	A: 3. 
Time (s): 0.5595
738	A: 1. 
72	A: 3. 
